query_id,group_id,length,family,true_reference,candidate_id,candidate_is_alternate_reference,true_available,candidate_available,category,differing_features,true_features,candidate_features,exact_max_tie_n,true_score,candidate_score,true_margin,absent_margin,true_minus_candidate,present_outcome,absent_false_accept
e08_query_a_delete_closed,e08,4,delete_closed,e08_reference_a,e08_distractor_3,False,True,True,only_cost_timing_differ,"[""cost"",""mean_timing_loss""]","[0.2000000019205939,1.3862943611198906,0.75,1.0,0.0,1.0,0.0333333358941252,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]","[0.175,1.3862943611198906,0.75,1.0,0.0,1.0,0.0,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]",1,3.500269951299029,3.500425487205315,-0.1261431689375314,-0.1259876330312455,-0.00015553590628591962,none,False
e08_query_a_delete_detune,e08,4,delete_detune,e08_reference_a,e08_distractor_3,False,True,True,only_cost_timing_differ,"[""cost"",""mean_timing_loss""]","[0.23123676776885985,1.3862943611198906,0.75,1.0,0.07498235702514648,0.6666666666666666,0.0,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]","[0.26998676195740734,1.3862943611198906,0.75,1.0,0.07498235702514648,0.6666666666666666,0.05166665891806329,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]",1,-1.3197730202976592,-1.320014100897727,-4.94618614053422,-4.946427221134288,0.0002410806000678889,none,False
e08_query_a_delete_insert,e08,4,delete_insert,e08_reference_a,e08_distractor_3,False,True,True,only_cost_timing_differ,"[""cost"",""mean_timing_loss""]","[0.35,1.3862943611198906,0.75,0.75,0.0,1.0,0.0,0.25,0.25,0.0,1.6094379124341003,1.6094379124341003]","[0.38874999418854744,1.3862943611198906,0.75,0.75,0.0,1.0,0.05166665891806329,0.25,0.25,0.0,1.6094379124341003,1.6094379124341003]",1,-0.2654208755846863,-0.2656619561847551,-3.891833995821247,-3.8920750764213157,0.00024108060006877707,none,False
e08_query_a_delete_rest,e08,4,delete_rest,e08_reference_a,e08_distractor_3,False,True,True,only_cost_timing_differ,"[""cost"",""mean_timing_loss""]","[0.175,1.3862943611198906,0.75,1.0,0.0,1.0,0.0,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]","[0.21374999418854745,1.3862943611198906,0.75,1.0,0.0,1.0,0.05166665891806329,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]",1,3.500425487205315,3.500184406605247,-0.1259876330312455,-0.12622871363131338,0.0002410806000678889,none,False
e08_query_a_delete_timing,e08,4,delete_timing,e08_reference_a,e08_distractor_3,False,True,True,only_cost_timing_differ,"[""cost"",""mean_timing_loss""]","[0.18000000232999958,1.3862943611198906,0.75,1.0,0.0,1.0,0.006666669773332766,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]","[0.22499999734488396,1.3862943611198906,0.75,1.0,0.0,1.0,0.06666666312651197,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]",1,3.5003943800119517,3.500114415433159,-0.1260187402246089,-0.12629870480340166,0.0002799645787927574,none,False
e08_query_a_delete_transpose,e08,4,delete_transpose,e08_reference_a,e08_distractor_3,False,True,True,only_cost_timing_differ,"[""cost"",""mean_timing_loss""]","[0.175,1.3862943611198906,0.75,1.0,0.0,1.0,0.0,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]","[0.21374999418854745,1.3862943611198906,0.75,1.0,0.0,1.0,0.05166665891806329,0.25,0.0,0.0,1.6094379124341003,1.3862943611198906]",1,3.500425487205315,3.500184406605247,-0.1259876330312455,-0.12622871363131338,0.0002410806000678889,none,False
e08_query_a_delete_two,e08,4,delete_two,e08_reference_a,e08_reference_b,True,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]",5,1.0292247145785138,1.0292247145785138,-2.5971884056580468,-2.5971884056580468,0.0,none,False
e08_query_a_delete_two,e08,4,delete_two,e08_reference_a,e08_distractor_0,False,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]",5,1.0292247145785138,1.0292247145785138,-2.5971884056580468,-2.5971884056580468,0.0,none,False
e08_query_a_delete_two,e08,4,delete_two,e08_reference_a,e08_distractor_1,False,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]",5,1.0292247145785138,1.0292247145785138,-2.5971884056580468,-2.5971884056580468,0.0,none,False
e08_query_a_delete_two,e08,4,delete_two,e08_reference_a,e08_distractor_2,False,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]",5,1.0292247145785138,1.0292247145785138,-2.5971884056580468,-2.5971884056580468,0.0,none,False
e08_query_a_delete_two,e08,4,delete_two,e08_reference_a,e08_distractor_3,False,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.6094379124341003,1.0986122886681098]",5,1.0292247145785138,1.0292247145785138,-2.5971884056580468,-2.5971884056580468,0.0,none,False
e08_query_a_detune,e08,4,detune,e08_reference_a,e08_reference_b,True,True,True,other_differences,"[""cost"",""matched_log"",""reference_coverage"",""query_coverage"",""mean_pitch_loss"",""exact_pitch_fraction"",""mean_timing_loss"",""missing_fraction"",""inserted_fraction""]","[0.056236767768859865,1.6094379124341003,1.0,1.0,0.056236767768859865,0.75,0.0,0.0,0.0,0.0,1.6094379124341003,1.6094379124341003]","[0.44498675823211664,1.3862943611198906,0.75,0.75,0.07498235702514648,0.6666666666666666,0.05166665395100911,0.25,0.25,0.0,1.6094379124341003,1.6094379124341003]",1,2.393528024442783,-5.085860463664553,-1.2328850957937778,-8.712273583901114,7.479388488107336,none,False
e08_query_a_exact,e08,4,exact,e08_reference_a,e08_reference_b,True,True,True,other_differences,"[""cost"",""matched_log"",""reference_coverage"",""query_coverage"",""mean_timing_loss"",""missing_fraction"",""inserted_fraction""]","[0.0,1.6094379124341003,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.6094379124341003]","[0.3887499904632568,1.3862943611198906,0.75,0.75,0.0,1.0,0.05166665395100911,0.25,0.25,0.0,1.6094379124341003,1.6094379124341003]",1,6.0087259840931635,-0.26566195616157895,2.382312863856603,-3.8920750763981395,6.2743879402547424,true_singleton,False
e08_query_a_insert,e08,4,insert,e08_reference_a,e08_distractor_4,False,True,True,other_differences,"[""cost"",""matched_log"",""reference_coverage"",""query_coverage"",""missing_fraction"",""inserted_fraction""]","[0.13999999999999999,1.6094379124341003,1.0,0.8,0.0,1.0,0.0,0.0,0.2,0.0,1.6094379124341003,1.791759469228055]","[0.41999999999999993,1.3862943611198906,0.75,0.6,0.0,1.0,0.0,0.25,0.4,0.0,1.6094379124341003,1.791759469228055]",2,2.9900383294495674,-2.601282999493752,-0.6363747907869932,-6.227696119730313,5.5913213289433195,none,False
e08_query_a_insert,e08,4,insert,e08_reference_a,e08_distractor_5,False,True,True,other_differences,"[""cost"",""matched_log"",""reference_coverage"",""query_coverage"",""missing_fraction"",""inserted_fraction""]","[0.13999999999999999,1.6094379124341003,1.0,0.8,0.0,1.0,0.0,0.0,0.2,0.0,1.6094379124341003,1.791759469228055]","[0.41999999999999993,1.3862943611198906,0.75,0.6,0.0,1.0,0.0,0.25,0.4,0.0,1.6094379124341003,1.791759469228055]",2,2.9900383294495674,-2.601282999493752,-0.6363747907869932,-6.227696119730313,5.5913213289433195,none,False
e08_query_a_legitimate_rest,e08,4,legitimate_rest,e08_reference_a,e08_distractor_3,False,True,True,other_differences,"[""cost"",""matched_log"",""reference_coverage"",""query_coverage"",""mean_timing_loss"",""missing_fraction"",""inserted_fraction""]","[0.023333356583158476,1.6094379124341003,1.0,1.0,0.0,1.0,0.023333356583158476,0.0,0.0,0.0,1.6094379124341003,1.6094379124341003]","[0.4087499882100214,1.3862943611198906,0.75,0.75,0.0,1.0,0.07833331761336189,0.25,0.25,0.0,1.6094379124341003,1.6094379124341003]",1,6.0085967453421505,-0.26578638486303063,2.38218362510559,-3.8921995050995912,6.274383130205181,true_singleton,False
e08_query_a_mask_absent,e08,4,mask_absent,e08_reference_a,e08_distractor_3,False,True,True,only_cost_timing_differ,"[""cost"",""mean_timing_loss""]","[0.175,1.3862943611198906,0.75,1.0,0.0,1.0,0.0,0.25,0.0,0.25,1.6094379124341003,1.3862943611198906]","[0.21374999418854745,1.3862943611198906,0.75,1.0,0.0,1.0,0.05166665891806329,0.25,0.0,0.25,1.6094379124341003,1.3862943611198906]",1,2.8750036763380082,2.8747625957379404,-0.7514094438985524,-0.7516505244986202,0.0002410806000678889,none,False
e08_query_a_mask_present,e08,4,mask_present,e08_reference_a,e08_distractor_3,False,True,True,only_cost_timing_differ,"[""cost"",""mean_timing_loss""]","[0.175,1.3862943611198906,0.75,1.0,0.0,1.0,0.0,0.25,0.0,0.25,1.6094379124341003,1.3862943611198906]","[0.21374999418854745,1.3862943611198906,0.75,1.0,0.0,1.0,0.05166665891806329,0.25,0.0,0.25,1.6094379124341003,1.3862943611198906]",1,2.8750036763380082,2.8747625957379404,-0.7514094438985524,-0.7516505244986202,0.0002410806000678889,none,False
e08_query_a_merged,e08,4,merged,e08_reference_a,e08_reference_b,True,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]",6,0.19532896675543743,0.19532896675543743,-3.431084153481123,-3.431084153481123,0.0,none,False
e08_query_a_merged,e08,4,merged,e08_reference_a,e08_distractor_0,False,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]",6,0.19532896675543743,0.19532896675543743,-3.431084153481123,-3.431084153481123,0.0,none,False
e08_query_a_merged,e08,4,merged,e08_reference_a,e08_distractor_1,False,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]",6,0.19532896675543743,0.19532896675543743,-3.431084153481123,-3.431084153481123,0.0,none,False
e08_query_a_merged,e08,4,merged,e08_reference_a,e08_distractor_2,False,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]",6,0.19532896675543743,0.19532896675543743,-3.431084153481123,-3.431084153481123,0.0,none,False
e08_query_a_merged,e08,4,merged,e08_reference_a,e08_distractor_3,False,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]",6,0.19532896675543743,0.19532896675543743,-3.431084153481123,-3.431084153481123,0.0,none,False
e08_query_a_merged,e08,4,merged,e08_reference_a,e08_distractor_4,False,True,True,all_12_equal,[],"[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]","[0.35,1.0986122886681098,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.33333333333333337,1.6094379124341003,1.0986122886681098]",6,0.19532896675543743,0.19532896675543743,-3.431084153481123,-3.431084153481123,0.0,none,False
